ticket_id,customer_id,issue_category,description,sentiment,priority
TKT-173282,C04110,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-486837,C04110,Technical,Can't log in since yesterday.,Neutral,Low
TKT-578038,C04110,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-641031,C04111,Feature Request,Just a general question about features.,Neutral,Low
TKT-972001,C04111,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-539905,C04112,Feature Request,Just a general question about features.,Positive,Low
TKT-737995,C04113,Security,Just a general question about features.,Positive,Low
TKT-102564,C04113,Feature Request,Just a general question about features.,Neutral,Medium
TKT-100142,C04113,Technical,Need help setting up SSO.,Positive,Low
TKT-511810,C04114,Integration,Just a general question about features.,Neutral,Medium
TKT-275644,C04114,Feature Request,Just a general question about features.,Positive,Low
TKT-403312,C04115,Integration,Just a general question about features.,Neutral,Medium
TKT-749299,C04116,Security,Just a general question about features.,Neutral,Low
TKT-873480,C04116,Performance,Just a general question about features.,Positive,High
TKT-808120,C04117,Billing,Update credit card info.,Positive,Medium
TKT-878004,C04117,Account,Just a general question about features.,Neutral,High
TKT-900676,C04117,Security,Just a general question about features.,Positive,Medium
TKT-946364,C04118,Billing,Update credit card info.,Neutral,High
TKT-322630,C04118,Security,Just a general question about features.,Neutral,High
TKT-256740,C04118,Feature Request,Just a general question about features.,Negative,Low
TKT-867000,C04119,Security,Just a general question about features.,Neutral,Low
TKT-401179,C04120,Integration,Just a general question about features.,Neutral,Low
TKT-983326,C04120,Security,Just a general question about features.,Negative,Low
TKT-358706,C04120,Performance,Just a general question about features.,Neutral,Low
TKT-777248,C04121,Performance,Just a general question about features.,Positive,Medium
TKT-754358,C04121,Feature Request,Just a general question about features.,Positive,Medium
TKT-257884,C04121,Security,Just a general question about features.,Neutral,Low
TKT-850695,C04121,Integration,Just a general question about features.,Neutral,Medium
TKT-204893,C04122,Security,Just a general question about features.,Positive,Low
TKT-546876,C04123,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-384346,C04123,Account,"Terrible experience, not working as expected.",Neutral,High
TKT-314595,C04123,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-758519,C04123,Account,"Terrible experience, not working as expected.",Negative,High
TKT-368296,C04123,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-464209,C04126,Integration,Just a general question about features.,Neutral,Medium
TKT-807898,C04126,Integration,Just a general question about features.,Neutral,High
TKT-153253,C04126,Performance,Just a general question about features.,Negative,High
TKT-249433,C04127,Integration,Just a general question about features.,Neutral,Medium
TKT-913352,C04127,Account,Just a general question about features.,Negative,Medium
TKT-243476,C04127,Security,Just a general question about features.,Positive,Low
TKT-428455,C04128,Account,Just a general question about features.,Neutral,Medium
TKT-145147,C04129,Feature Request,Just a general question about features.,Positive,Medium
TKT-589667,C04130,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-607779,C04130,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-781436,C04130,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-873121,C04130,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-772220,C04130,Technical,Can't log in since yesterday.,Negative,Medium
TKT-698823,C04131,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-321084,C04131,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-935827,C04131,Integration,"Terrible experience, not working as expected.",Neutral,High
TKT-814735,C04131,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-306594,C04131,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-371262,C04131,Billing,Why did my price go up?,Neutral,High
TKT-408618,C04132,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-403729,C04132,Billing,Why did my price go up?,Negative,Low
TKT-803665,C04132,Technical,Can't log in since yesterday.,Negative,Low
TKT-325463,C04132,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-774701,C04132,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-253636,C04132,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-246915,C04133,Feature Request,Just a general question about features.,Positive,Medium
TKT-707404,C04134,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-360976,C04134,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-115112,C04134,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-344762,C04134,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-881143,C04135,Performance,Just a general question about features.,Neutral,High
TKT-227312,C04135,Account,Just a general question about features.,Neutral,Low
TKT-283590,C04136,Account,Just a general question about features.,Neutral,Low
TKT-779164,C04137,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-845033,C04137,Billing,I was overcharged on my last invoice.,Neutral,Low
TKT-634605,C04137,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-464850,C04137,Billing,I was overcharged on my last invoice.,Negative,Medium
TKT-251447,C04137,Billing,"Cancel my subscription, too expensive.",Neutral,Low
TKT-652285,C04137,Security,"Terrible experience, not working as expected.",Neutral,High
TKT-539968,C04138,Integration,Just a general question about features.,Positive,Medium
TKT-827950,C04139,Account,Just a general question about features.,Positive,Medium
TKT-551907,C04139,Billing,Can you send me last month's receipt?,Positive,Low
TKT-341391,C04139,Technical,How do I reset my password?,Positive,Low
TKT-954930,C04141,Billing,Good service.,Positive,Low
TKT-707854,C04141,Feature Request,Just a general question about features.,Neutral,Low
TKT-404280,C04141,Security,Just a general question about features.,Neutral,Low
TKT-286765,C04142,Performance,Just a general question about features.,Positive,Low
TKT-968906,C04143,Integration,Just a general question about features.,Neutral,Low
TKT-363285,C04143,Billing,Good service.,Neutral,Low
TKT-605908,C04143,Billing,Update credit card info.,Neutral,Medium
TKT-569698,C04144,Billing,Update credit card info.,Neutral,Medium
TKT-772499,C04144,Technical,How do I reset my password?,Neutral,Low
TKT-126715,C04144,Billing,Update credit card info.,Neutral,Low
TKT-618175,C04145,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-340593,C04145,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-962202,C04145,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-557428,C04145,Security,"Terrible experience, not working as expected.",Negative,High
TKT-924403,C04146,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-399739,C04146,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-307456,C04146,Billing,Why did my price go up?,Negative,Medium
TKT-327518,C04147,Technical,Need help setting up SSO.,Positive,Low
TKT-197335,C04147,Integration,Just a general question about features.,Neutral,Low
TKT-470337,C04147,Feature Request,Just a general question about features.,Neutral,Low
TKT-824148,C04148,Technical,How do I reset my password?,Positive,Low
TKT-529948,C04149,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-790064,C04149,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-525930,C04149,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-833503,C04149,Account,"Terrible experience, not working as expected.",Neutral,High
TKT-458625,C04149,Technical,Can't log in since yesterday.,Negative,Low
TKT-484915,C04149,Technical,"System is always down, very frustrating.",Negative,Low
TKT-683015,C04150,Technical,How do I reset my password?,Neutral,Low
TKT-563633,C04151,Performance,Just a general question about features.,Neutral,Medium
TKT-449689,C04152,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-541666,C04152,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-630915,C04152,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-617428,C04152,Billing,I was overcharged on my last invoice.,Neutral,Low
TKT-940034,C04153,Performance,Just a general question about features.,Neutral,Low
TKT-490366,C04154,Billing,Can you send me last month's receipt?,Neutral,High
TKT-537917,C04155,Billing,Update credit card info.,Negative,Medium
TKT-701274,C04155,Technical,How do I reset my password?,Neutral,Low
TKT-259861,C04156,Account,"Terrible experience, not working as expected.",Negative,High
TKT-393515,C04156,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-659067,C04156,Billing,Why did my price go up?,Negative,Low
TKT-642670,C04156,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-311279,C04156,Feature Request,"Terrible experience, not working as expected.",Neutral,High
TKT-393901,C04156,Billing,"Cancel my subscription, too expensive.",Neutral,Medium
TKT-956164,C04156,Technical,"System is always down, very frustrating.",Negative,Low
TKT-875520,C04157,Feature Request,Just a general question about features.,Neutral,Low
TKT-985185,C04157,Security,Just a general question about features.,Positive,Medium
TKT-603422,C04157,Account,Just a general question about features.,Positive,Medium
TKT-846991,C04157,Billing,Good service.,Positive,Low
TKT-312843,C04157,Integration,Just a general question about features.,Neutral,Low
TKT-258387,C04158,Technical,Need help setting up SSO.,Positive,Medium
TKT-932357,C04158,Account,Just a general question about features.,Neutral,High
TKT-961908,C04159,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-344006,C04159,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-877691,C04159,Performance,"Terrible experience, not working as expected.",Negative,Medium
